Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	PubMed ID	Kinetics	pH dependence	Redox potential	Site	EC number	Activity regulation	Active site	Binding site	Catalytic activity
Q51943	unreviewed	Q51943_RALPI	Beta hydroxylase subunit (Toluene-3-monooxygenase oxygenase subunit)	tbuA2	Ralstonia pickettii (Burkholderia pickettii)	329	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	7867951; 15240250; 15126473									
Q52162	unreviewed	Q52162_PSEPU	Subunit of phenolhydroxylase	phlB	Pseudomonas putida (Arthrobacter siderocapsulatus)	342	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	7753034; 8606180									
Q52171	unreviewed	Q52171_PSEPU	Phenol hydroxylase		Pseudomonas putida (Arthrobacter siderocapsulatus)	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	7828892									
Q52570	unreviewed	Q52570_PSESP	TbmB protein	tbmB	Pseudomonas sp	336	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	7574644									
Q53025	unreviewed	Q53025_GORRU	propane 2-monooxygenase (EC 1.14.13.227)	amoA	Gordonia rubripertincta (Rhodococcus corallinus)	343	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
Q53562	reviewed	MMOD_METTR	Methane monooxygenase component D	mmoD	Methylosinus trichosporium	102	monooxygenase activity [GO:0004497]	1785954									
Q5KT21	unreviewed	Q5KT21_9BURK	Phenol hydroxylase component	phtB	Cupriavidus numazuensis	341	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	15570416									
Q5QJ59	unreviewed	Q5QJ59_9MYCO	propane 2-monooxygenase (EC 1.14.13.227)		Mycobacterium sp. M156	346	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	15812019					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
Q5U9J7	unreviewed	Q5U9J7_NOCSJ	propane 2-monooxygenase (EC 1.14.13.227)	etnA	Nocardioides sp. (strain ATCC BAA-499 / JS614)	349	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	15599705					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
Q5VJ89	unreviewed	Q5VJ89_9BURK	Butane monooxygenase beta subunit	bmoY	Brachymonas petroleovorans	391	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	15658985									
Q68J61	unreviewed	Q68J61_PSEPU	DmpL	dmpL	Pseudomonas putida (Arthrobacter siderocapsulatus)	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	16033515									
Q6IV62	unreviewed	Q6IV62_9PSED	Toluene o-xylene monooxygenase component	touE	Pseudomonas sp. OX1	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	15184119; 20839885; 21859951									
Q6XBI8	unreviewed	Q6XBI8_MYCRH	propane 2-monooxygenase (EC 1.14.13.227)	etnA	Mycolicibacterium rhodesiae (Mycobacterium rhodesiae)	350	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	12949106					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
Q7DJP4	unreviewed	Q7DJP4_9GAMM	Soluble methane monooxygenase hydroxylase component (MMOH) gamma subunit	mmoZ	Methylomonas sp. KSPIII	165	methane monooxygenase activity [GO:0015049]; methane metabolic process [GO:0015947]	10583965									
Q7DJP6	unreviewed	Q7DJP6_9GAMM	Soluble methane monooxygenase hydroxylase component (MMOH) beta subunit	mmoY	Methylomonas sp. KSPIII	392	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	10583965									
Q7DJP7	unreviewed	Q7DJP7_9GAMM	Soluble methane monooxygenase hydroxylase component (MMOH) alpha subunit	mmoX	Methylomonas sp. KSPIII	527	monooxygenase activity [GO:0004497]; cellular aromatic compound metabolic process [GO:0006725]	10583965									
Q7R762	unreviewed	Q7R762_PLAYO	Methane monooxygenase component a beta chain	PY07726	Plasmodium yoelii yoelii	389	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	12368865									
Q7WYF3	unreviewed	Q7WYF3_9PSED	LapL (Multi-component phenol hydoxylase subunit beta LapL)	lapL PSAKL28_05880	Pseudomonas alkylphenolica	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	14600239									
Q842G5	unreviewed	Q842G5_PSEPU	Butylphenol hydroxylase component A2	bupA2	Pseudomonas putida (Arthrobacter siderocapsulatus)	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	17116584									
Q84AQ4	unreviewed	Q84AQ4_STUST	Phenol hydroxylase component PheL (Phenol hydroxylase component phL)	phL	Stutzerimonas stutzeri (Pseudomonas stutzeri)	333	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	15066815; 17176061; 22136180; 27185632									
Q89P04	unreviewed	Q89P04_BRADU	Blr3679 protein	blr3679	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	392	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	12597275									
Q8KQE9	unreviewed	Q8KQE9_9RHOO	Butane monooxygenase hydroxylase BMOH beta subunit	bmoY	Thauera butanivorans	391	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	12427952; 18174133									
Q8VUU1	unreviewed	Q8VUU1_9BURK	Phenol hydroxylase subunit PhkB	phkB	Paraburkholderia kururiensis subsp. kururiensis	294	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
Q97YS6	unreviewed	Q97YS6_SACS2	Toluene-4-monooxygenase system protein E. (TmoE) (EC 1.14.13.-)	tmoE SSO1233	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	376	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	11427726					1.14.13.-				
Q9ANX4	unreviewed	Q9ANX4_BURCE	TomA1	tomA1	Burkholderia cepacia (Pseudomonas cepacia)	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	11751810									
Q9EZN7	unreviewed	Q9EZN7_BURCE	Tbc2E monooxygenase	tbc2E	Burkholderia cepacia (Pseudomonas cepacia)	352	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	11571188									
Q9EZP4	unreviewed	Q9EZP4_BURCE	Tbc1B monooxygenase	tbc1B	Burkholderia cepacia (Pseudomonas cepacia)	335	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	11571188									
Q9F3V3	unreviewed	Q9F3V3_9PSEU	propane 2-monooxygenase (EC 1.14.13.227)	thmB	Pseudonocardia tetrahydrofuranoxydans	346	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	12632259					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
Q9R2S6	unreviewed	Q9R2S6_9GAMM	Soluble methane monooxygenase hydroxylase component (MMOH) beta subunit	mmoY	Methylomonas sp. KSWIII	392	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	10583965									
Q9R3H0	unreviewed	Q9R3H0_9GAMM	Soluble methane monooxygenase hydroxylase component (MMOH) alpha subunit	mmoX	Methylomonas sp. KSWIII	527	monooxygenase activity [GO:0004497]; cellular aromatic compound metabolic process [GO:0006725]	10583965									
Q9R3V7	unreviewed	Q9R3V7_9GAMM	Soluble methane monooxygenase hydroxylase component (MMOH) gamma subunit	mmoZ	Methylomonas sp. KSWIII	165	methane monooxygenase activity [GO:0015049]; methane metabolic process [GO:0015947]	10583965									
Q9RAF8	unreviewed	Q9RAF8_9RALS	Phenol hydroxylase component	phyA	Ralstonia sp. KN1	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	16232697									
Q9RAM2	unreviewed	Q9RAM2_9HYPH	MmoY	mmoY	Methylocystis sp. WI14	395	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	10473397									
Q9RBN8	unreviewed	Q9RBN8_RHOSX	propane 2-monooxygenase (EC 1.14.13.227)	isoE SZ00_06087	Rhodococcus sp. (strain AD45)	342	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	10715003; 25727256					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
Q9S148	unreviewed	Q9S148_COMTE	Phenol hydroxylase subunit	phcL	Comamonas testosteroni (Pseudomonas testosteroni)	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	10589844									
Q9ZNP6	unreviewed	Q9ZNP6_COMTE	Phenol hydroxylase component	aphL CTTA_4284	Comamonas testosteroni (Pseudomonas testosteroni)	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	9802031									
R1HU89	unreviewed	R1HU89_9PSEU	propane 2-monooxygenase (EC 1.14.13.227)	H480_34582	Amycolatopsis vancoresmycina DSM 44592	389	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
R7XM53	unreviewed	R7XM53_9BURK	Phenol hydroxylase P1 protein	C265_07670	Cupriavidus sp. GA3-3	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	23833131									
S2EMG1	unreviewed	S2EMG1_9PSED	Methane/Phenol/Toluene Hydroxylase (EC 1.14.13.7)	PG5_61600	Pseudomonas sp. G5(2012)	331	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
S2YQR6	unreviewed	S2YQR6_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	HMPREF1211_00961	Streptomyces sp. HGB0020	376	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
S3N512	unreviewed	S3N512_9GAMM	Phenol hydroxylase P1 protein	F945_01995	Acinetobacter rudis CIP 110305	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
S5TYZ7	unreviewed	S5TYZ7_9GAMM	Phenol hydroxylase, P1 oxygenase component DmpL	CYCME_2111	Cycloclasticus zancles 78-ME	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
S5TZI8	unreviewed	S5TZI8_9GAMM	Toluene-4-monooxygenase system protein E	CYCME_2094	Cycloclasticus zancles 78-ME	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
