TITLE	COMPND	SOURCE	NAME	cluster_label
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAA (A0A221KK47)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: VITREOSCILLA FILIFORMIS;3 ORGANISM_TAXID: 63	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAA	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A0Q6ZVS1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RHIZOBIUM SP. ROOT1240;3 ORGANISM_TAXID: 1736437	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENOL 2-MONOOXYGENASE2 (A0A0F2QPV2)	MOL_ID: 1;2 MOLECULE: PHENOL 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDOMONAS SP. BRH_C35;3 ORGANISM_TAXID: 1629711	PHENOL 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 4HB_MCP_1 DOMAIN-CONTAINING2 PROTEIN (A0A7C3WGC4)	MOL_ID: 1;2 MOLECULE: 4HB_MCP_1 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DESULFOVIBRIO PUTEALIS;3 ORGANISM_TAXID: 270496	4HB_MCP_1 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A7Y0PDI1)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOPLANES SP. TBRC 11911;3 ORGANISM_TAXID: 2729386	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2S8UHF4)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MICROBACTERIUM SP. MYB43;3 ORGANISM_TAXID: 1848688	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHOSPHOTRANSFERASE (A0A5Q2RLJ6)	MOL_ID: 1;2 MOLECULE: PHOSPHOTRANSFERASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOMARINICOLA TROPICA;3 ORGANISM_TAXID: 2789776	PHOSPHOTRANSFERASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-1,2-PHENYLACETYL-COA2 EPOXIDASE SUBUNIT PAAA (A0A1N6JPE3)	MOL_ID: 1;2 MOLECULE: RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHITINOPHAGA NIABENSIS;3 ORGANISM_TAXID: 536979	RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7J4AFC5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CRENARCHAEOTA ARCHAEON;3 ORGANISM_TAXID: 2056631	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A5Q2RGH6)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOMARINICOLA TROPICA;3 ORGANISM_TAXID: 2789776	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR G PROTEIN-COUPLED RECEPTOR2 CLASS C GROUP 5 MEMBER C (A0A3Q3D8Y3)	MOL_ID: 1;2 MOLECULE: G PROTEIN-COUPLED RECEPTOR CLASS C GROUP 5 MEMBER C;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HIPPOCAMPUS COMES;3 ORGANISM_TAXID: 109280	G PROTEIN-COUPLED RECEPTOR CLASS C GROUP 5 MEMBER C	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A1I2D913)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: NANNOCYSTIS EXEDENS;3 ORGANISM_TAXID: 54	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METAL-DEPENDENT HYDROLASE2 (A0A7Y8M929)	MOL_ID: 1;2 MOLECULE: METAL-DEPENDENT HYDROLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ALPHAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1913988	METAL-DEPENDENT HYDROLASE	8
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHOSPHODIESTERASE (A0A2T7L214)	MOL_ID: 1;2 MOLECULE: PHOSPHODIESTERASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SP. CS090A;3 ORGANISM_TAXID: 2162710	PHOSPHODIESTERASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR SIGNAL TRANSDUCTION HISTIDINE2 KINASE (A0A7J5V0R1)	MOL_ID: 1;2 MOLECULE: SIGNAL TRANSDUCTION HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BACTEROIDETES BACTERIUM;3 ORGANISM_TAXID: 1898104	SIGNAL TRANSDUCTION HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HYPOTHETICAL PROTEIN2 (A0A819W543)	MOL_ID: 1;2 MOLECULE: HYPOTHETICAL PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ROTARIA SP. SILWOOD2;3 ORGANISM_TAXID: 2762512	HYPOTHETICAL PROTEIN	2
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2Z4AAZ8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS MOANABACTER TARAE;3 ORGANISM_TAXID: 2200854	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE (A0A432FFR9)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: AQUIFICACEAE BACTERIUM;3 ORGANISM_TAXID: 2053503	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A3E1EVV7)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BRUMIMICROBIUM AURANTIACUM;3 ORGANISM_TAXID: 1737063	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TENA FAMILY TRANSCRIPTIONAL2 REGULATOR (A0A5N6S6W2)	MOL_ID: 1;2 MOLECULE: TENA FAMILY TRANSCRIPTIONAL REGULATOR;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BIFIDOBACTERIUM TIBIIGRANULI;3 ORGANISM_TAXID: 2172043	TENA FAMILY TRANSCRIPTIONAL REGULATOR	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2I3LEG2)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PAPIO ANUBIS;3 ORGANISM_TAXID: 9555	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PMT_2 DOMAIN-CONTAINING PROTEIN2 (A0A2V7WPI8)	MOL_ID: 1;2 MOLECULE: PMT_2 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1978231	PMT_2 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A535W9K8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHLOROFLEXI BACTERIUM;3 ORGANISM_TAXID: 2026724	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A552U721)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SANDARAKINORHABDUS SP. LB1R16;3 ORGANISM_TAXID: 2593303	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE (A0A5C8ATY1)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHRYSEOBACTERIUM SP;3 ORGANISM_TAXID: 1871047	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR AMINOPYRIMIDINE AMINOHYDROLASE2 (A0A7X4AAV5)	MOL_ID: 1;2 MOLECULE: AMINOPYRIMIDINE AMINOHYDROLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1978231	AMINOPYRIMIDINE AMINOHYDROLASE	12
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2N3FRT8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOBACTERIA BACTERIUM HGW-ACTINOBACTERIA-5;3 ORGANISM_TAXID: 2013650	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A1M4V330)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: FERRITHRIX THERMOTOLERANS DSM 19514;3 ORGANISM_TAXID: 1121881	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE,2 PAAI SUBUNIT (B1KMA7)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE, PAAI SUBUNIT;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SHEWANELLA WOODYI (STRAIN ATCC 51908 / MS32);3 ORGANISM_TAXID: 392500	PHENYLACETATE-COA OXYGENASE, PAAI SUBUNIT	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A4Q7YNZ9)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: FLUVIICOCCUS KEUMENSIS;3 ORGANISM_TAXID: 1435465	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR SUBSTANCE-K RECEPTOR-LIKE2 (A0A7D9E914)	MOL_ID: 1;2 MOLECULE: SUBSTANCE-K RECEPTOR-LIKE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PARAMURICEA CLAVATA;3 ORGANISM_TAXID: 317549	SUBSTANCE-K RECEPTOR-LIKE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TOLUENE HYDROXYLASE2 (A0A101XGE9)	MOL_ID: 1;2 MOLECULE: TOLUENE HYDROXYLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PYROBACULUM SP. OCT_11;3 ORGANISM_TAXID: 1714259	TOLUENE HYDROXYLASE	11
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHYL-ACCEPTING CHEMOTAXIS2 PROTEIN (A0A831V1X1)	MOL_ID: 1;2 MOLECULE: METHYL-ACCEPTING CHEMOTAXIS PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HALOTHIOBACILLACEAE BACTERIUM;3 ORGANISM_TAXID: 2268194	METHYL-ACCEPTING CHEMOTAXIS PROTEIN	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A3N0CIP7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MARMORICOLA GINSENGISOLI;3 ORGANISM_TAXID: 661483	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE,2 PAAG SUBUNIT (A0A1R4G6F4)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE, PAAG SUBUNIT;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ARTHROBACTER RHOMBI;3 ORGANISM_TAXID: 71253	PHENYLACETATE-COA OXYGENASE, PAAG SUBUNIT	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR G_PROTEIN_RECEP_F3_4 DOMAIN-2 CONTAINING PROTEIN (A0A3L8S223)	MOL_ID: 1;2 MOLECULE: G_PROTEIN_RECEP_F3_4 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHLOEBIA GOULDIAE;3 ORGANISM_TAXID: 44316	G_PROTEIN_RECEP_F3_4 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETIC ACID CATABOLIC2 FAMILY PROTEIN (A0A160FEW8)	MOL_ID: 1;2 MOLECULE: PHENYLACETIC ACID CATABOLIC FAMILY PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ANOXYBACILLUS SP. B7M1;3 ORGANISM_TAXID: 1490057	PHENYLACETIC ACID CATABOLIC FAMILY PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PAS DOMAIN S-BOX PROTEIN2 (A0A3D8L8H5)	MOL_ID: 1;2 MOLECULE: PAS DOMAIN S-BOX PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PONTIBACTER DIAZOTROPHICUS;3 ORGANISM_TAXID: 1400979	PAS DOMAIN S-BOX PROTEIN	4
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PARA-AMINOBENZOATE N-OXYGENASE2 AURF (A0A4R7QND8)	MOL_ID: 1;2 MOLECULE: PARA-AMINOBENZOATE N-OXYGENASE AURF;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PARABURKHOLDERIA PHENAZINIUM;3 ORGANISM_TAXID: 60549	PARA-AMINOBENZOATE N-OXYGENASE AURF	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A2A4W9U8)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: THIOTRICHACEAE BACTERIUM;3 ORGANISM_TAXID: 2030882	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A3A8Q7Z4)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CORALLOCOCCUS ABERYSTWYTHENSIS;3 ORGANISM_TAXID: 2316722	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HYPOTHETICAL PROTEIN2 (A0A7R9Y525)	MOL_ID: 1;2 MOLECULE: HYPOTHETICAL PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PRASINODERMA COLONIALE;3 ORGANISM_TAXID: 156133	HYPOTHETICAL PROTEIN	2
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A315VTM0)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GAMBUSIA AFFINIS;3 ORGANISM_TAXID: 33528	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PUTATIVE PHENYLACETIC ACID2 DEGRADATION PROTEIN (A3KI28)	MOL_ID: 1;2 MOLECULE: PUTATIVE PHENYLACETIC ACID DEGRADATION PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES AMBOFACIENS (STRAIN ATCC 23877 /3 3486 / DSM 40053 / JCM 4204 / NBRC 12836 / NRRL B-2516);4 ORGANISM_TAXID: 278992	PUTATIVE PHENYLACETIC ACID DEGRADATION PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A1Q7D4S7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS ROKUBACTERIA BACTERIUM3 13_1_40CM_68_15;4 ORGANISM_TAXID: 1805366	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A6A5BB67)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PANTOEA DISPERSA 625;3 ORGANISM_TAXID: 1440057	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A428VXL3)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOPLANES SP. ATCC 53533;3 ORGANISM_TAXID: 1288362	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DUF892 DOMAIN-CONTAINING2 PROTEIN (A0A0C1G9G7)	MOL_ID: 1;2 MOLECULE: DUF892 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PEDOBACTER KYUNGHEENSIS;3 ORGANISM_TAXID: 1069985	DUF892 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR BENZOYL-COA 2,3-EPOXIDASE2 SUBUNIT BOXB (A0A1Z9KCJ1)	MOL_ID: 1;2 MOLECULE: BENZOYL-COA 2,3-EPOXIDASE SUBUNIT BOXB;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GAMMAPROTEOBACTERIA BACTERIUM TMED180;3 ORGANISM_TAXID: 1986740	BENZOYL-COA 2,3-EPOXIDASE SUBUNIT BOXB	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DUF5671 DOMAIN-CONTAINING2 PROTEIN (A0A1F6BYI3)	MOL_ID: 1;2 MOLECULE: DUF5671 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS KAISERBACTERIA BACTERIUM3 RIFCSPHIGHO2_01_FULL_46_22;4 ORGANISM_TAXID: 1798475	DUF5671 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HATPASE_C DOMAIN-CONTAINING2 PROTEIN (A0A7J5C251)	MOL_ID: 1;2 MOLECULE: HATPASE_C DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDOCLAVIBACTER CHUNGANGENSIS;3 ORGANISM_TAXID: 587635	HATPASE_C DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR NITROGEN REGULATION PROTEIN B2 (A0A2U3L0J6)	MOL_ID: 1;2 MOLECULE: NITROGEN REGULATION PROTEIN B;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS SULFOPALUDIBACTER SP. SBA4;3 ORGANISM_TAXID: 2043165	NITROGEN REGULATION PROTEIN B	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A6C0KP03)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: VIRAL METAGENOME;3 ORGANISM_TAXID: 1070528	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETIC ACID DEGRADATION2 PROTEIN (A0A0S9QKE2)	MOL_ID: 1;2 MOLECULE: PHENYLACETIC ACID DEGRADATION PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MICROBACTERIUM SP. LEAF288;3 ORGANISM_TAXID: 1736323	PHENYLACETIC ACID DEGRADATION PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT M2 B ISOFORM X1 (A0A6J3FP73)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2 B ISOFORM3 X1;4 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SAPAJUS APELLA;3 ORGANISM_TAXID: 9515	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2 B ISOFORM3 X1	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR MELANOCORTIN RECEPTOR 42 (A0A1S3JZN0)	MOL_ID: 1;2 MOLECULE: MELANOCORTIN RECEPTOR 4;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LINGULA UNGUIS;3 ORGANISM_TAXID: 7574	MELANOCORTIN RECEPTOR 4	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PYRROLOQUINOLINE-QUINONE2 SYNTHASE (A0A1Q8B595)	MOL_ID: 1;2 MOLECULE: PYRROLOQUINOLINE-QUINONE SYNTHASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDOBACTERIA BACTERIUM 13_1_20CM_2_55_15;3 ORGANISM_TAXID: 1803424	PYRROLOQUINOLINE-QUINONE SYNTHASE	0
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A534KDL2)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: EURYARCHAEOTA ARCHAEON;3 ORGANISM_TAXID: 2026739	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETIC ACID DEGRADATION2 PROTEIN (A0A162QEF9)	MOL_ID: 1;2 MOLECULE: PHENYLACETIC ACID DEGRADATION PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: FLAVIHUMIBACTER SP. CACIAM 22H1;3 ORGANISM_TAXID: 1812911	PHENYLACETIC ACID DEGRADATION PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-1,2-PHENYLACETYL-COA2 EPOXIDASE SUBUNIT PAAA (A0A1H4QX60)	MOL_ID: 1;2 MOLECULE: RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SP. TLI_105;3 ORGANISM_TAXID: 1881019	RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A239IRJ7)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: EKHIDNA LUTEA;3 ORGANISM_TAXID: 447679	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR ACYL-COA RETINOL O-FATTY-2 ACYLTRANSFERASE (A0A498NIG9)	MOL_ID: 1;2 MOLECULE: ACYL-COA RETINOL O-FATTY-ACYLTRANSFERASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LABEO ROHITA;3 ORGANISM_TAXID: 84645	ACYL-COA RETINOL O-FATTY-ACYLTRANSFERASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DUF455 FAMILY PROTEIN2 (A0A7K0V299)	MOL_ID: 1;2 MOLECULE: DUF455 FAMILY PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1883427	DUF455 FAMILY PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A9KGP5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: COXIELLA BURNETII (STRAIN DUGWAY 5J108-111);3 ORGANISM_TAXID: 434922	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR P-AMINOBENZOATE N-OXYGENASE2 AURF (A0A084Y5E2)	MOL_ID: 1;2 MOLECULE: P-AMINOBENZOATE N-OXYGENASE AURF;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS ACCUMULIBACTER SP. SK-01;3 ORGANISM_TAXID: 1457154	P-AMINOBENZOATE N-OXYGENASE AURF	16
